Knockdown (Log10 of M41 HMFF/N99mode HMFF)	HMFF	Model	exer 01	exer 02	exer 03	exer 04	exer 05	exer 06	exer 07	exer 08	exer 09	exer 10	exer 11	exer 12	Notes	Tester	Test Date	MJA(cm) Max Jaw Amplitude	DeclaredProtocol	Acode	NON-3NF - LegacyCerts	NON-3NF - AttachmentType (non normalized, this should go in model table)
1.8	68.6	mod tension,  imaskUA iMask2	71	81	56	58	82	58	72	78	80	77	62	64	30cm	Tester_FTTP_AM	2023_04_02		Crash	4	FFP2	
2.2	143.6	mod tension,  imaskUA iMask2	126	114	187	145	160	168	150	167	153	144	115	132	32cm	Tester_FTTP_AM	2023_03_17		Crash	4	FFP2	
2.3	178.4	mod tension,  iMaskUA iMask3	204	89	162	210	179	308	274	152	274	193	153	174	34cm	Tester_FTTP_AF	2023_03_10			4	FFP3	
2.2	168.8	mod tension,  iMaskUA iMask3	139	191	155	174	218	187	212	181	162	195	106	180		Tester_FTTP_AM	2023_04_07		Crash	4	FFP3	
2.2	152.3	mod tension,  iMaskUA iMask3	215	280	124	185	195	139	128	126	159	146	112	144		Tester_FTTP_AM	2023_04_07		Crash	4	FFP3	
2.1	133.8	mod tension,  iMaskUA iMask3	129	145	98	108	158	131	140	185	171	135	140	115		Tester_FTTP_AM	2023_04_15		Crash	4	FFP3	
2.6	368.5	mod tension,  iMaskUA iMask3	430	488	245	605	433	268	519	511	443	350	219	351	35cm	Tester_FTTP_AM	2023_03_10		Crash	4	FFP3	
2.3	219.2	mod tension,  iMaskUA iMask3	141	113	254	113	203	121	695	394	635	473	468	330	28cm	Tester_FTTP_AM	2023_01_10		CrashUM	4	FFP3	
2.2	159.2	mod tension,  iMaskUA iMask3	1100	310	257	47	142	247	340	367	227	351	60	185	32cm	Tester_FTTP_AM	2023_01_23		Crash	4	FFP3	
2.4	226.5	mod tension,  iMaskUA iMask3	197	348	238	218	270	327	169	239	268	193	194	188	32cm	Tester_FTTP_AM	2023_01_19		CrashUM	4	FFP3	
2	110.6	mod tension,  iMaskUA iMask3	97	141	104	146	146	186	173	124	202	46	64	160	32cm	Tester_FTTP_AM	2023_03_20		Crash	4	FFP3	
2	99.3	mod tension,  iMaskUA iMask3	99	32	114	78	66	118	153	169	175	180	163	225	32cm	Tester_FTTP_AM	2023_03_20		Crash	4	FFP3	
1.6	41.6	mod tension, Airgami Medium	57	39	49	54	25		34	60					Config in yt vid v=9eUtnHBsn84	Tester_GHHU_AM	2023_07_18		OSHA 29CFR1910.134 NNC	4		
1.6	37.6	mod tension, Airgami Small Earloop	33	31	43	44	41								lightly used	Tester_CA_9M_D	2023_10_10		CrashUMshort	4		
1.3	18.5	mod tension, Airgami Small Earloop	24	21	31	13	14								used	Tester_CA_9M_D	2023_10_10		CrashUMshort	4		
1.9	77.8	mod tension, iMask2 black (14 cm tail - 28 cm loop)	100	59	80	101	67								28cm CSA Z94.4-2011 Accufit9000 - lowest score on bending over at ex6	Tester_IANW_AM	2023_07_28		CSA Z94.4-2011	4	FFP2	
1.7	51.3	mod tension, iMask2 black (18 cm tail - 36 cm loop)	55	48											36cm tight CSA Z94.4-2011 Accufit9000	Tester_IANW_AM	2023_07_28		CSA Z94.4-2011	4	FFP2	
2.1	134.3	mod tension, iMask3 black valved	142	124	217	131	197	101	102						CSA Z94.4-2011 Accufit9000 - lowest score on bending over at ex6	Tester_IANW_AM	2023_07_28		CSA Z94.4-2011	4	FFP3	
2.6	426.4	mod tension, iMaskUA iMask2 black	480	453	430	535	274	439	308	425	445	570	388	645	CRASH2.5 PASS 1 OF 2, CORD TENSION AT 2X 140MM, MASK PRE-POSITIONED TO ALLOW FOR 2.5CM MOVEMENT	Tester_0025	2023_11_19	2.5	Crash2.5	4		
2.5	330.1	mod tension, iMaskUA iMask2 black	497	334	363	414	283	310	306	217	268	457	347	365	CRASH2.5 PASS 2 OF 2, CORD TENSION AT 2X 140MM, MASK NOT READJUSTED AFTER PASS 1	Tester_0025	2023_11_19	2.5	Crash2.5	4		
2.2	153.8	mod tension, iMaskUA iMask3 black	155	158	152	144	185	129	165						CSA Z94.4-2011 Accufit9000 - lowest score on bending over at ex6	Tester_IANW_AM	2023_07_28		CSA Z94.4-2011	4	FFP3	
0.8	6.5	mod tension, Shigematsu DD02-N95-2K 32101-D	21	13	10	5.3	7.1	4.7	4.3	8.5	4.5	5.1	6	6.6		Tester_FTTP_AM	2023_05_26		Crash	4	N95	
0.8	7	mod tension, Shigematsu DD02-N95-2K Adjusted Tension Tester_FTTP_AM 32101-D	13	11	6	7.4	7.6	5.8	4.9	6.2	4.9	10	9.8	5.8		Tester_FTTP_AM	2023_05_26		Crash	4	N95	
0.5	3.5	mod tension, Totobobo starter package, tightened by 10cm on each earloop, water vapor	5.2	3.7	3	2.4	2.7	9.6	13	8.9	3.5	2.1	2.4	2.6		Tester_FTTP_AM	2023_06_19		Crash	4		
0.5	3.5	mod tension, Totobobo starter package, tightened by 19cm on each earloop, ambient	4.3	5	5.5	4.8	5.1	4.7	4.1	2.4	2.7	2.3	2.9	2.5		Tester_FTTP_AM	2023_06_19		Crash	4		
0.4	2.6	mod tension, Totobobo starter package, tightened by 19cm on each earloop, water vapor	26	29	2.8	3	1.9	1.9	2.7	3	2.9	1.9	1.9	1.6		Tester_FTTP_AM	2023_06_19		Crash	4		
2	91.9	mod tension, Zagor 8250	179	58	148	115	75	143	112	76	85	85	56	118	tightened 10cm candle	Tester_FTTP_AF	2023_09_15	2.5	Crash2.5	4	FFP2	
1.9	78.2	mod tension, Zagor 8350	90	107	68	77	61	83	101	93	56				4cm tension mask2	Tester_FTTP_AM	2023_09_15	2.5	Crash2.5	4	FFP3	
1.4	22.7	mod tension, Zagor 8350	21	27	21										4cm tension mask2	Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	4	FFP3	
2.3	193.8	mod tension, Zagor 8350	325	81	254	177	257	252	372	545	120	208	132	263	8cm tension mask2  candle fume	Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	4	FFP3	
1.6	40.9	mod tension, Zagor 8350	51	29	33	31	35	37	33	34	83	57	50	85	8cm tension mask2  salt water vapor	Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	4	FFP3	
1.6	35.5	mod tension, Zagor 8350	39	24	31	38	47	46							8cm tension mask2  water vapor	Tester_FTTP_AM	2023_09_13	2.5	Crash2.5	4	FFP3	
1.3	21.8	mod tension, Zagor 8350	37	24	23	28	32	26	29	19	8.3	31	21	22	tightened 8cm candle	Tester_FTTP_AM	2023_09_15	2.5	Crash2.5	4	FFP3	
1	9	mod tightness, SP Springfit 431 16 cm tighter	104	73	73	18	20	8	6.7	8	4.5	4.9	4.4	7		Tester_FTTP_AM	2023_01_30		Crash	4	FFP3	
0.9	7.2	mod upgrade,  Airgami Sm, headband	5.3	6.9	8.2	6.4	7.6	8	7.9	8.6	8.8	4.8	8.1	8.5		Tester_FTTP_AM	2023_04_12		Crash	4		
1.7	48.8	mod upgrade,  BNX F95B mod upgrade,  - Vflex nosewire, #513 foam	49	57	35	41	41	45	48	69	54	59	52	54		Tester_FTTP_AM			CrashUM	4	N95	
1.7	53.3	mod upgrade,  BNX F95B w nosefoam, no wire upgrade	56	57	47	76	56	58	51	48	36	55	66	54		Tester_FTTP_AM			CrashUM	4	N95	
2.2	152.2	mod upgrade,  Drager1920ffp2 (small-i1cm)Tester_FTTP_AM (original umod upgrade,  mask:187)	325	146	174	167	149	132	149	201	125	125	110	163	machine overall: 155	Tester_FTTP_AM	2022_12_22		CrashUM	4	FFP2	
2.1	129.5	mod upgrade,  Drager1920ffp2 (small-i1cm)Tester_FTTP_AM (original umod upgrade,  mask:187), test 2	141	94	61	151	101	163	186	170	172	216	142	140	exhust tube installed	Tester_FTTP_AM	2022_12_22		CrashUM	4	FFP2	
2.1	140	mod upgrade,  Drager1920ffp2 (small-i6cm)Tester_FTTP_AM (original umod upgrade,  mask:187)	153	180	170	206	165	135	318	74	119	109	171	107	Tightening did not lead to further improvement	Tester_FTTP_AM	2022_12_22		CrashUM	4	FFP2	
1.6	42.6	mod upgrade,  Envomask mod with halo strap from 3m7501	35	64	24	42	39	39	39	65	58	42	64	44		Tester_FTTP_AM	2023_01_13		CrashUM	4	N95	
1.7	51.4	mod upgrade,  F95B 9x95mm nose pad, vflex wire	19	66	49	75	69	55	57	50	45	64	124	63		Tester_FTTP_AM			CrashUM	4	N95	
0.5	3.1	mod upgrade,  PrescientX Breathe, BMBM, headbands, cord locks, Tester_FTTP_AM	4.5	4.1	4.5	4.4	4.5	3.3	3.6	3	2.6	2.2	2.3	1.7	ambient	Tester_FTTP_AM	2023_03_16		Crash	4		
0.6	4.5	mod upgrade,  PrescientX Breathe2, B2TC-B, default, headbands wrapped around head twice Tester_FTTP_AM	4.5	4.6	4.7	4.8	4.7	4.3	4.5	4.4	4.1	4.8	3.8			Tester_FTTP_AM	2023_03_29		Crash	4		
0.5	3.3	mod upgrade,  PrescientX Breathe2, B2TC-B, default, headbands, cord locks, Tester_FTTP_AM	3.2	3.2	2.4	3.3	3.8	3.6	4.7	3.7	3.2	3.2	3.4	3.1	ambient	Tester_FTTP_AM	2023_03_16		Crash	4		
0.4	2.7	mod upgrade,  PrescientX Breathe2, B2TC-B, default, headbands, cord locks, Tester_FTTP_AM	3	3	3.1	2.1										Tester_FTTP_AM	2023_03_29		Crash	4		
0.7	5.3	mod upgrade,  PrescientX Breathe2, B2TC-B, default, headbands, glued Tester_FTTP_AM	5.9	5.4	4.7	5.4										Tester_FTTP_AM	2023_03_29		Crash	4		
2.5	287.5	mod, 3m 9210 mask 2 on 8020	769	228	406	227	193	217	500						Stapled at chin , both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	N95	
2.6	367.5	mod, 3m 9210+	668	233	535	375	195	471	679						Stapled at chin , both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	N95	
2.5	287.5	mod, 3m 9210+	769	228	406	227	193	217	500						Stapled at chin , both straps over head, tested on 8020	Tester_0020_AF	2023_09_18		OSHA 29CFR1910.134 NNC	4	N95	
2.4	272.4	mod, 3m 9210+	427	244	294	222	158	332	497						Stapled at chin , both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	N95	
2.3	201.3	mod, 3M 9210+	354	151	248	229	158	170	212						Stapled at chin , both straps over head, tested on 8048	Tester_0020_AF	2023_09_18		OSHA 29CFR1910.134 NNC	4	N95	
2.3	197.2	mod, 3m 9210+	373	177	271	216	103	201	240						Stapled at chin , both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	N95	
2.6	365.7	mod, 3M Aura 1863+	538	413	404	310	251	299	546						Stapled, both straps over head	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	FFP3	
2.2	149.1	mod, 3M Aura 9205+	249	103	190	146	107	135	230						Stapled (mask 1), Sip valve closed, test 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.1	140.4	mod, 3M Aura 9205+	207	159	205	103	72	165	239						Mask 1, STAPLED at chin	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.1	119.3	mod, 3M Aura 9205+	298	165	168	125	52	97	173						Mask 1, Stapled at chin, test 3, ex5 singing	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2	104.4	mod, 3M Aura 9205+	212	71	178	68	73	110	194						Mask 1, Stapled at chin, test 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.1	128.3	mod, 3M Aura 9205+	185	140	145	126	94	90	184						Stapled (mask 1), Sip valve closed	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.1	120.2	mod, 3M Aura 9205+	188	85	166	163	86	88	166						Mask 2, same pack, stapled	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2	106.9	mod, 3M Aura 9205+	116	75	120	145	95	95	138						Stapled (mask 1), Sip valve open	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
1.9	86.1	mod, 3M Aura 9205+ & sip mask	174	83	114	174	52	56	84						Mask 2, sip valve, valve closed	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
1.9	79.7	mod, 3M Aura 9205+ & sip mask	114	157	146	101	28	91	108						Mask 2, sip valve, valve open	Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.1	116.3	mod, 3M Aura 9210+	168	64	173	169	81	135	140						Mask 1, stapled, test 6	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.1	115.6	mod, 3M Aura 9210+	176	95	170	169	77	77	152						Mast 1, stapled at chin, test 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2	108.4	mod, 3M Aura 9210+	187	140	124	120	52	101	152						Mask 1, stapled at chin, test 3	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2	107.8	mod, 3M Aura 9210+	126	121	131	157	52	102	175						Mask 1, stapled at chin, test 4	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.7	538.7	mod, 3M Aura 9210+ N95 mod: stapled chin, lower cord lock 4.5cm	373	291	762	996	1180								One chin tab width removed	Tester_LP_7F	2023_08_23		CrashUMshort	4	N95	
2	94.1	mod, 3M Vflex 9105 513 foam	79	82	110	89	87	149	142	100	122	81	108	58		Tester_FTTP_AM	2022_12_14		CrashUM	4	N95	
2	96.5	mod, 3M Vflex 9105 95mm foam	74	111	104	101	105	123	128	94	85	90	58	164		Tester_FTTP_AM	2022_12_14		CrashUM	4	N95	
1.2	16.4	mod, Airgami Small earloop (used, sip valve)	26	25	15	12	13									Tester_CA_9M_D	2023_10_10		CrashUMshort	4		
0.4	2.6	mod, Baggy Blue - Tronex Healthcare - 5040B level1	2.4	2.8	4.1	3.8	3	2.7	2.6	2.5	2.4	2.2	2.2	2.2	CDC "knot and tuck"	Tester_FTTP_AM	2023_04_25		Crash	4		
0.4	2.3	mod, Baggy Blue - Tronex Healthcare - 5040B level1	2.5	2.3	2.3	2.1	2	2.5	2.5	2.3	2.6	2.5	2.1	2	CDC "knot and tuck"	Tester_FTTP_AM	2023_04_25		Crash	4		
0.5	3.2	mod, Baggy Blue - Tronex Healthcare - 5040B level1 double masked	3.6	3.4	2.4	4.2	3.9	3.7	3.3	2.5	3.1	3.2	3.4	2.6		Tester_FTTP_AM	2023_04_28		Crash	4		
1.3	20.4	mod, BNX F95B	28	16											STAPLED at chin	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
0.5	2.8	Breathe 99	3.2	3.4	3.2	2.9	2.8	2.6	2.7	2.4	2.6	2.9	2.7	3.1	mod, 44 CM tighter, cord lock replaced with metal	Tester_FTTP_AM	2023_02_18		Crash	1		
0.4	2.6	Breathe 99	3	2.6	2.5	2.5	2.9	2.6	2.4	2.7	2.5	2.5	2.8	2.8	mod, cord lock replaced with metal, 40cm tighter	Tester_FTTP_AF	2023_02_18			1		
0.7	4.6	Breathe 99	4.8	4.4	4.3	4.6	4.6	4.7	4.5	4.9	4.4	4.4	4.5	4.7	mod, cord lock replaced with metal, config inverted	Tester_FTTP_AF	2023_02_18			1		
1.1	12.6	mod, Cambridge Pro S NV	9	12	15	18									Earloops to headband	Tester_CA_4M	2023_06_15		CrashUMshort	4		
2	104.3	mod, CanadaMasq Q100 CA-N95F-100PA XS_P - chin pleat & Bone lanyard, test via SIP valve	154	134	159	110	160	105	121	77	147	54	298	50		Tester_0022_AF	2023_10_17	2.5	Crash2.5	4		
2	94.2	mod, CanadaMasq Q100 CA-N95F-100PA XS_P - chin pleat & Bone lanyard, test via SIP valve	39	84	146	64	158	78	244	138	115	117	149	77		Tester_0022_AF	2023_10_17	2.5	Crash2.5	4		
1	9.6	mod, Demetech DT-DX95-XS-BLACK-BLACK (kids' mask)	9.8	11	8.4	9.9	9.4								Came off nose with head movement	Tester_LP_7F	2023_08_23		CrashUMshort	4		
3.9	7535.6	mod, doughzenjo's Dental Appointment idea, PAPR TR300, 3M S-433S	177000	116000	496000	2520	2730	59500							aggressive grimaces and fast breaths	Tester_FTTP_AM	2023_10_30	4.5	complete jaw opening	4		
4.1	13962.8	mod, doughzenjo's Dental Appointment idea, PAPR TR300, 3M S-433S extended test1	1810	62700	14200	68500	16100	30600	73700	434000	487000	12800	475000	76800	probe at distant position, idea proposed by doughzenjo	Tester_FTTP_AM	2023_10_30	4.5	complete jaw opening	4		
4.8	65724.7	mod, doughzenjo's Dental Appointment idea, PAPR TR300, 3M S-433S extended test2	457000	71300	22900	479000	481000	69600	121000	156000	17700	167000	124000	52800	mouth closed, probe at distant position	Tester_FTTP_AM	2023_10_30		non-adversarial	4		
4.3	20930.8	mod, doughzenjo's Dental Appointment idea, PAPR TR300, 3M S-433S extended test3	157000	3850	21200	52200	520000	68400	160000	166000	509000	15700	475000	6930	mixed mouth/nose breathing, probe at distant position	Tester_FTTP_AM	2023_10_30	4.5	complete jaw opening	4		
4.9	71569.3	mod, doughzenjo's Dental Appointment idea, PAPR TR300, 3M S-433S probe placed at more disadvantageous position	96300	103000	73400	45100									probe at edge near nose, no difference, no gradient. Nose felt cold after an hour	Tester_FTTP_AM	2023_10_30	4.5	complete jaw opening	4		
2.2	171.2	mod, Drager 1950S	320	137	330	217	83	87 (and spoke)	203						Custom elastic band with cordlock, both straps over head, stapled at chin, Mask 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
2.2	146.6	mod, Drager 1950S	223	166	229	174	108	80	186						Stapled at chin	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
1.9	86.5	mod, Drager 1950S	114	72	119	90	73	76	84						Custom elastic band with cordlock, both straps over head, not stapled Mask 2	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	N95	
1.9	79	mod, Envomask 1, Halo Mod, w vaporizer at point blank range	92	91	86	135	133	119	91	74	93	30	73	78		Tester_FTTP_AM	2023_01_14		CrashUM	4	N95	
1.3	19.9	mod, EUROPAPA EA1688 WHITE	33	10	19	21	26	19	19	14	28	26	22	27	MOD: S-HOOK (PROVIDED IN BOX). CRASH2.5 PASS 2 OF 2	Tester_0025	2023_11_19	2.5	Crash2.5	4		
1.1	13.8	mod, Halyard Fluidshield S N95 (orange duckbill) mod: nose foam	14	16	14	15	11									Tester_LP_7F	2023_08_21		CrashUMshort	4	N95	
2	93.8	mod, iMask 2	104	74	111	110	96	70	115						Stapled at chin, both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	FFP2	
2	103.9	mod, iMask 2, stapled at chin both straps overhead	102	112	96	116	100	110	117	106	108	92	95	100		Tester_0020_AF	2023_09_30	2.5	Crash2.5	4	FFP2	
2.2	147.4	mod, iMask 3	163	112	149	214	165	127	141						Stapled at chin, both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	FFP3	
2.3	223.5	mod, iMask 3 22cm tension	189	135	281	283	209	282	270	158	316	287	197	263		Tester_NOMS_AM	2023_08_01	2	CrashFTTP-like, improvised spacers	4	FFP3	
2.3	221.7	mod, iMask 3 22cm tension	193	180	202	207	186	276	282	232	239	232	209	287		Tester_NOMS_AM	2023_08_03	2	CrashFTTP-like, improvised spacers	4	FFP3	
2.2	169.4	mod, iMask 3 22cm tension	104	144	149	174	169	209	175	207	202	153	207	234		Tester_NOMS_AM	2023_07_05	2	CrashFTTP-like, improvised spacers	4	FFP3	
2.2	155.9	mod, iMask 3 22cm tension	197	151	139	131	131	202	166	142	255	177	98	199		Tester_NOMS_AM	2023_08_05	2	CrashFTTP-like, improvised spacers	4	FFP3	
2.2	173.9	mod, iMask 3 on 8020	219	129	203		180	141	217						Stapled at chin, both straps over head	Tester_0020_AF	2023_09_18		OSHA 29CFR1910.134 NNC	4	FFP3	
2.2	173.9	mod, iMask 3 on 8020	219	129	203		180	141	217						Stapled at chin, both straps over head	Tester_0020_AF			OSHA 29CFR1910.134 NNC	4	FFP3	
2.2	155.7	mod, iMask 3 on 8048	176	136	138	196	150	123	209						Stapled at chin, both straps over head (test 3)	Tester_0020_AF	2023_09_18		OSHA 29CFR1910.134 NNC	4	FFP3	
2.1	136.1	mod, iMask 3, stapled at chin both straps overhead	300	193	152	99	108	112	131	144	139	150	131	115		Tester_0020_AF	2023_09_30	2.5	Crash2.5	4	FFP3	
2.2	155.7	mod, iMask3 (unknown tension)	176	136	138	196	150	123	209						Stapled, both straps over head (test 2)	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	FFP3	
2.2	145.8	mod, iMask3 (unknown tension)	215	152	142	168	100	120	183						Stapled, both straps over head (test 1)	Tester_0020_AF	2023_08_27		OSHA 29CFR1910.134 NNC	4	FFP3	
2	100.1	mod, iMask3 (unknown tension)	190	81	92	75	111	97	114							Tester_0021_AM	2023_08_27		OSHA 29CFR1910.134 NNC	4	FFP3	
1.4	23.8	mod, iMaskUA IMASK2 BLACK	112	17	37	34	21	21	24	23	23	23	20	16	BLACK IMASK2 #2. PASS 1. CORD AT 2X 132MM. MOD: WELD DEFECTS GLUED W LOCTITE 401, BUT APPARENTLY FIX WASN'T SUCCESFUL	Tester_0025	2023_11_28	2.5	Crash2.5	4		
1.4	25.6	mod, iMaskUA IMASK2 BLACK	25	24	21	25	27	28	24	28	34	27	21	28	BLACK IMASK2 #2. PASS 2. CORD AT 2X 132MM. MOD: WELD DEFECTS GLUED W LOCTITE 401, BUT TORE APART DURING EX.2 OF 1ST CRASH PASS	Tester_0025	2023_11_28	2.5	Crash2.5	4		
1.8	68.3	mod, iMaskUA IMASK2 WHITE	107	82	92	64	64	76	62	62	56	64	68	54	WHITE IMASK2 #1. PASS 1. CORD AT 2X 170M. SAME MASK OK A FEW DAYS AGO - NOW PROBABLY DAMAGED	Tester_0025	2023_11_28	2.5	Crash2.5	4		
1.6	39.7	mod, iMaskUA IMASK2 WHITE	56	62	64	70	46	37	43	34	34	31	26	27	WHITE IMASK2 #1. PASS 2. CORD AT 2X 170M. SAME MASK OK A FEW DAYS AGO - NOW DEFINITELY DAMAGED; SOME WELDS TORN	Tester_0025	2023_11_28	2.5	Crash2.5	4		
1.8	69.5	mod, iMaskUA IMASK3 WHITE	76	82	63	57	60	53	67	77	98	103	69	62	WHITE IMASK3 #0. PASS 1. CORD AT 2X 130MM. MOD: WELD DEFECTS GLUED W LOCTITE 401	Tester_0025	2023_11_28	2.5	Crash2.5	4		
1.7	50.9	mod, iMaskUA IMASK3 WHITE	40	36	40	68	62	56	55	45	59	56	60	58	WHITE IMASK3 #0. PASS 2. CORD AT 2X 130MM. MOD: WELD DEFECTS GLUED W LOCTITE 401	Tester_0025	2023_11_28	2.5	Crash2.5	4		
1.9	77.4	mod, iMaskUA IMASK3 WHITE	76	75	64	89	89	80	74	77	80	78	78	75	WHITE IMASK3 #5. PASS 2. CORD AT 2X 130MM. FF RUBBISH FROM HERE ON OUT DUE TO DAMAGED WELD POINTS AFTER PREVIOUS CRASH EXERCISE	Tester_0025	2023_11_29	2.5	Crash2.5	4		
0.6	3.6	mod, Kaze KN95 (blue)	4.5	3.1	4.7	4.2	3.8	4.3	3.8	2.7	4.7	3.4	3.2	2.8	max tightness	Tester_FTTP_AM	2023_03_10		Crash	4	KN95	
0.6	4	mod, Kaze KN95 (red)	4.6	3.7	4.8	4.1	2.8	3.5	3.3	4.8	4.6	4.9	4.2	4.4	max tightness	Tester_FTTP_AF	2023_03_10			4	KN95	
1.3	21.7	mod, Kid95	20	19	25	24									Cord lock lower headband	Tester_CA_4M	2023_06_09		CrashUMshort	4		
2.4	277.2	mod, Laianzhi KLT01 FFP2 (1870+ foam)	274	271	287											Tester_NOMS_AM	2023_08_15	2	CrashFTTP-like, improvised spacers	4	FFP2	
2.4	268.5	mod, Laianzhi KLT01 FFP2 (1870+ foam)	257	261	220	424	231	314	309	242	275	331	290	197		Tester_NOMS_AM	2023_08_05	2	CrashFTTP-like, improvised spacers	4	FFP2	
2.4	266.1	mod, Laianzhi KLT01 FFP2 (1870+ foam)	330	280	309	241	237	315	310	222	259	242	235	268		Tester_NOMS_AM	2023_08_03	2	CrashFTTP-like, improvised spacers	4	FFP2	
1.9	80	mod, Laianzhi KLT01 FFP2 (1870+ foam)	101	75	72	73	69	73	80	92	80	88	81	88	1870+ nose foam cut too short. Need more testing	Tester_NOMS_AM	2023_08_15	2	CrashFTTP-like, improvised spacers	4	FFP2	
3	991	mod, MAMTAK headtop papr custom TS	905	1280	1030	1100	904	1240	1150	797	831	957	696	1610		n/a no human	2023_08_09			4		
2.6	440.5	mod, MAMTAK headtop papr custom TS	760	766	1200	1570	1250	75	854	542	606	990	838	466		n/a no human	2023_08_09			4		
1.8	59.5	Mod, Moldex 1510 XS with chin pleat	55	71	57	47	60	57	55	58	64	69	62	68		Tester_0022_AF	2023_11_01	2.5	Crash2.5	4	N95	
3.7	4974.2	Mod, OmniMask with 3M P100 filters	23200	2230	45700	2970	22400	6990	36200	2900	72700	1890	48300	2280		Tester_0023	2023_10_18	2.5	Crash2.5	4		
1.6	36.3	mod, overtightened on ears, Cambridge Pro S NV	40	38	36	32										Tester_CA_4M	2023_06_15		CrashUMshort	4		
1.2	17	mod, overtightened/unsustainable for ears, Wellbefore 3D Petite XS	26	18	10	24									Earloops tightened	Tester_CA_4M	2023_06_13		CrashUMshort	4		
5.5	285445	mod, PAPR - Ford - Bassinet w RC, 2x Aranet	392000	529000	218000	141000	333000	236000	210000	369000	351000	462000	337000	310000					Crash	4		
4.8	57508.4	mod, PAPR - HX5 - Bassinet w RC, 2x Aranet, after maintenance of alcohol wick (20 mins later)	37200	56500	67000	76600	45700	46600	53300	79000	70700	47700	66900	88600		n/a no human	2022_12_30			4		
3.6	3875	mod, PAPR 3M TR300, wonderbuggy with 3m adapter circle cut	2350	2080	2310	16500	1220	7580	3780	2750	14900	48600	67000	68700		n/a no human	2023_02_28			4		
5.1	128999.5	mod, PAPR Ford with MAMTAK headtop	100000	149000	200000	191000	172000	111000	130000	153000	110000	130000	185000	67400		n/a no human	2023_08_09			4		
2	94.2	mod, Pinztec RTCFFP2S	55	67	191	243									Cord locks & criss cross straps	Tester_CA_4M	2023_05_29		CrashUMshort	4	KN95	
1.5	32	mod, Readimask S	28	29	36	37									taped under chin	Tester_CA_4M	2023_05_24		CrashUMshort	4	N95	
2.4	225.9	mod, Readimask yellow N95 size S mod: tape at junction under chin	256	150	364	240	215								No screen	Tester_LP_AF	2023_08_26		CrashUMshort	4	N95	
2.1	136.5	mod, Readimask yellow N95 size S mod: tape at junction under chin	309	187	114	167	57	142	181	194					Concave screen ensuring airflow to probe	Tester_LP_AF	2023_08_26		OSHA plus grimace	4	N95	
2.1	138.8	mod, Readimask yellow N95 size S mod: tape on loose edge & at neck, 1 hour later	121	146	89	175	252								No screen	Tester_LP_AF	2023_08_26		CrashUMshort	4	N95	
2.1	138.7	mod, Readimask yellow N95 size S mod: tape on loose edge & junction	220	89	93	148	362								No screen	Tester_LP_AF	2023_08_26		CrashUMshort	4	N95	
2.2	141.4	mod, stapled Draeger 1930 FFP3 mod: stapled chin, top cord lock 5cm	378	392	349	39	606								Chin tab width removed & stapled	Tester_LP_7F	2023_08_27		CrashUMshort	4	FFP3	
1.9	78.8	mod, Trident RTCFFP2S w sip valve	38	46	200	193	192									Tester_CA_9M_D	2023_10_10		CrashUMshort	4	P2	
2	109.1	mod, Trident S P2 mod: hat, lower cord lock 4cm	86	68	160	178	131									Tester_LP_7F	2023_08_19		CrashUMshort	4	P2	
